A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
100,65.75009117,74.14139791,81.56713978,84.4248702,47.90493998,30,10.28790934,20.47443947,22.75214131,16.65639897,25,19.04252462,0,1,0,0,0,0,0
91.67940467,71.05898761,84.80890919,83.59850298,75.86842271,25.17217854,10.46664839,12.24532891,13.17932261,17.30454945,17.72133611,15.0695222,17.95313613,0,1,1,0,1,0,0
71.10318892,95.87394724,76.39838658,76.55818613,84.46941771,28.28621053,2.656092489,10.30203943,15.74047342,15.89621741,25,19.13769429,25,0,0,1,1,0,1,0
80.63392257,70.28837374,81.15292113,74.67681453,79.25453822,16.78274841,24.68334203,5.79189619,19.24986754,12.52862032,6.764764058,7.438842251,17.5893853,1,1,0,0,1,0,0
83.6279838,74.91057535,82.21878578,80.78555919,81.17562016,31.54622889,13.18646243,12.83743269,18.745831,13.00843073,16.99553428,16.12188977,20.46482386,0,1,0,1,1,1,0
89.07597103,73.59486985,81.79312175,75.14040692,84.31429626,26.26009967,20.94275567,20.80208347,13.18559797,21.05819113,25,22.60994111,12.24456402,0,1,1,1,0,0,1
82.53615612,81.07203548,82.09708499,77.34204042,79.70851799,28.03811867,14.22646271,25,25,24.73684289,25,25,17.88069464,0,0,0,0,0,0,0
84.39308296,84.10403781,81.4713397,71.83951027,77.90954328,39.51013204,20.62345709,12.16924839,8.965693841,23.82703344,20.65144935,25,18.16336813,1,0,1,1,1,0,1
81.77146295,61.22165352,92.3539891,72.37533447,81.89084391,35.87579357,8.270101417,11.89767046,23.41048817,13.97442145,25,21.34388322,15.00217236,1,0,1,1,1,1,1
81.88749776,72.37989159,88.14106999,75.59860015,71.88805176,14.53517177,3.101399897,20.48072975,13.3092682,14.63842286,25,20.6503288,21.5057245,1,1,1,0,0,1,0
89.88989493,63.23493484,80.06163753,78.68277994,83.98847792,37.80870677,6.745409082,15.99941359,17.85155186,21.53652711,14.37108346,16.09507037,18.64889836,1,0,0,0,1,1,1
73.75526497,80.79953344,93.31429681,79.49936529,78.95665937,45.03424752,12.00887283,14.67879918,12.80470132,18.15265399,22.46165069,13.08825923,17.34321466,0,0,1,1,1,1,1
86.93517224,60.44171607,86.41975393,76.57012014,78.24297007,30.55037512,27.61717606,9.651214407,11.4712913,25,10.42752405,14.55019467,16.67846535,0,0,1,1,0,1,0
94.55498928,73.31973706,78.3488394,81.98835067,77.88866658,15.32666046,19.03298462,19.31243474,15.04821277,25,19.57016118,10.24822228,18.74381925,0,0,0,1,0,0,0
75.05068102,100,75.5578432,84.22788888,78.51934463,50,27.22414751,16.34399925,12.48129215,2.839105382,17.22654335,25,12.88529257,1,1,1,1,1,1,1
99.18854084,61.40042676,93.56093026,74.08668136,81.97320345,23.25376081,14.20776256,17.89060836,10.67122979,14.25994425,25,8.893564369,13.46878395,1,0,0,0,1,1,0
86.69743978,61.63246113,81.17906863,94.44285849,79.25227656,44.99547665,12.74363532,15.75031634,21.28748956,7.959247245,25,20.57481955,15.37953064,0,0,0,0,1,0,0
81.99168689,86.83043511,87.0157186,76.24047121,83.599317,33.89032781,17.463304,14.73600136,14.01481251,9.536355622,23.95749928,14.66027083,10.82358259,0,0,1,1,1,1,1
71.46130131,49.93840228,95.29984371,77.43871559,85.176691,25.62004204,16.49426184,4.738846089,15.23498961,13.26550371,23.87136607,18.9515558,19.54041736,0,1,1,0,1,1,0
88.25766632,70.46536944,77.21824883,77.47821123,73.65234665,44.77797056,26.95347662,12.39173765,12.11015977,18.23034755,24.5509457,19.36151826,22.46466264,0,0,1,1,0,1,0
76.81024672,57.14982628,99.82484704,74.60002041,84.87290277,34.22017196,22.85883902,23.30633488,15.54318227,25,9.713071235,17.7123665,15.77861666,1,0,0,0,1,0,0
67.53170584,63.67091432,80.45670144,71.77782103,78.24121399,36.74811002,17.54741552,22.17273567,11.1432849,21.21660191,22.61377309,25,12.05308664,0,0,0,1,1,0,0
97.7962759,81.2997994,71.44107463,80.69169192,75.54241177,50,30,8.997980961,20.68869756,19.24848991,12.63323973,20.39223977,16.18638399,1,0,1,1,1,0,1
81.50394527,76.76141521,78.79002788,78.37865847,84.1356796,38.86954635,23.33079262,21.69855172,13.24887663,14.02461966,12.25987233,18.15846803,15.89042418,1,0,1,0,0,0,1
92.80533914,83.0365138,93.65933711,81.47489142,77.08071317,30.24423204,11.57628558,10.35149021,11.53155485,18.15075019,25,25,19.23520742,1,1,1,0,0,1,0
82.92192656,74.2763389,91.70957094,75.08755501,83.59814836,36.00701443,1.320276685,24.12773485,11.28244159,25,15.88746099,22.44452196,13.18548255,1,1,0,1,0,1,1
75.45636294,57.68313343,86.40033692,87.63730653,80.74821134,50,5.522353702,9.229954993,11.98524328,17.08629523,25,21.0054291,15.00834673,1,0,0,0,1,0,0
82.93748491,63.55176322,69.463527,82.70272739,78.25366474,34.70336816,1.808068708,19.57442464,11.59968282,19.09143668,0,16.10482804,12.06608048,0,1,1,1,1,0,1
95.9306405,94.17029914,70.61827427,80.63398397,82.11379153,37.38924976,21.1324278,19.73623573,17.21901295,16.51896112,24.80427095,6.355471789,16.60727042,1,1,0,0,0,0,0
77.26644137,69.89552793,85.23079444,75.04968983,81.14166386,26.70633176,30,13.73819344,9.996176923,20.36888778,9.652115928,20.86371013,20.70371897,1,1,0,0,0,0,0
94.63832423,55.92107761,80.22843852,76.44799108,85.55666725,26.24807558,29.44331134,15.25964369,10.47742844,23.98979679,24.42269808,14.89235959,10.0774433,1,1,0,1,1,0,1
90.7087239,67.54148591,74.44944137,79.64218396,80.20391267,46.99269125,30,14.72606011,18.50482388,18.8770689,14.77072093,14.87964341,18.69989183,0,0,0,0,1,0,0
83.21561217,53.07341646,91.81859347,82.68706391,78.06279938,45.3020497,30,16.2966537,14.22164328,25,14.49741784,16.74701456,16.04208209,1,0,1,0,1,1,1
71.44164087,76.26926382,79.41581316,77.29479923,79.2838322,29.10701616,15.79806001,20.47573896,12.29717244,19.53942776,19.96824714,14.5039994,15.51468063,0,0,0,1,0,0,0
86.23553786,86.12131986,70.66618593,80.6544703,79.45311258,35.26114645,25.71740715,8.664996269,19.18555507,25,18.21279832,15.36628115,22.14399244,0,0,0,0,0,0,0
93.28779757,65.63255681,86.00232448,67.7062734,83.90826567,37.31027766,27.82278358,16.80430037,15.64441185,25,25,13.7887995,14.84304606,0,1,0,1,1,0,1
97.80556308,55.61294505,80.95183105,75.30735629,77.24608465,31.26133156,16.22443481,17.71903883,13.10010391,25,16.59928113,23.93404227,18.16527489,1,1,0,0,0,1,0
81.03779618,71.89165824,81.34777345,80.29681647,76.12813287,29.86418697,12.11015593,13.30306545,20.74502646,11.22102442,16.39563567,19.18398157,21.16990599,1,0,0,1,0,1,0
100,80.70709037,79.74179152,76.03105945,84.95703419,24.54419508,14.66753839,15.99369663,18.44516928,17.13029706,22.82467001,11.88320837,11.31269328,1,0,0,1,1,0,0
83.80315263,72.91119953,88.82316356,74.19188412,77.81797919,41.97882734,20.57135463,10.54977351,8.123371309,20.89975095,13.23644761,14.62584103,17.97208007,1,0,0,0,0,1,0
84.74605088,71.32371752,100,78.24481571,76.66084863,39.87177616,19.81250462,6.695757423,12.75059548,25,20.13080535,12.34267391,21.59633961,0,1,1,0,1,1,1
97.08744274,86.80577833,88.26394038,67.0271957,72.5313413,18.91413645,16.23451447,16.69794342,14.78833246,25,15.89653026,22.0094433,24.4744552,1,0,1,0,0,0,0
90.66737854,58.05594895,88.92902268,86.35945724,76.64540946,42.38739156,25.67791488,19.11720338,7.244569662,25,25,19.89044946,17.57896667,0,1,0,1,0,0,1
99.26154768,74.51554641,76.40220714,71.23540867,79.32502158,28.42109727,11.19523828,15.60413509,17.16445821,15.11744128,25,19.77379228,15.28293222,0,1,1,1,0,0,0
88.12389454,72.17463796,66.65867417,82.02178027,68.54734506,39.6855154,1.794175708,21.22471152,12.54832394,25,17.40001742,15.47995943,17.07360965,1,1,0,1,0,0,1
83.36176202,60.02506921,81.82041468,79.00367812,74.07431421,33.59286478,18.09308344,23.20076897,11.94209079,25,16.73646006,6.216705962,11.24355763,0,1,0,1,1,1,1
71.17263812,86.45639598,80.37535392,73.17614872,72.69197018,39.83190133,14.63185693,13.7751029,21.98249454,14.79556555,10.68008568,21.82850815,22.26444074,0,1,0,0,1,1,1
94.05585316,91.65617443,85.33678409,88.21813547,74.52711575,32.2471387,6.658848538,23.35302002,13.24427038,21.10381632,9.905317482,25,2.531761662,1,0,0,1,1,0,0
63.44915284,61.29348476,89.70119895,81.25707967,79.91528113,45.38139905,7.183494971,18.1265397,13.1866389,24.50231373,25,24.96676787,11.30662383,1,1,0,1,0,0,0
80.94725333,77.9871421,89.7968148,85.34046064,77.79108362,49.96420375,21.0861402,12.64069446,24.78011296,9.023145837,16.55609201,21.52062635,16.49110809,0,0,1,0,1,0,0
85.2521783,71.70442492,78.58469631,73.02698432,73.02045467,18.92001231,19.33187061,8.412468932,17.13056633,19.48490551,19.5292129,16.79522229,12.66681609,1,0,1,1,1,1,1
86.1458606,65.61920477,86.66621539,80.77911553,81.26644062,47.26506935,11.1429019,18.73561772,14.85742454,19.90227724,13.89185604,17.44614921,21.33979593,0,0,0,1,1,0,0
77.92756631,78.98897754,89.6134968,75.02954588,77.13261278,34.49465233,16.36440825,14.71884443,25,25,16.01942705,16.75687484,18.0069135,1,1,1,1,1,0,1
86.43813905,65.39000334,88.4724539,97.39523585,70.34816519,29.57928105,1.299801802,25,13.76097618,0.532714929,25,25,20.78407654,0,0,1,0,0,1,0
91.32095524,66.4423176,94.239488,76.45853784,75.83434419,44.04737825,8.361433573,10.7763121,18.62216111,24.16795847,18.30450836,16.17333118,25,1,1,0,0,1,0,0
79.04604098,68.38797293,85.86087412,82.11772387,76.11550742,46.07180406,30,7.914019817,16.60737059,25,16.93397818,8.353479728,15.74732083,1,0,1,1,0,0,1
65.98136302,100,89.47953347,67.13654457,86.91463156,38.15184973,13.5958635,19.6500924,11.52591322,7.428424932,12.73074615,20.28134444,7.569826289,1,1,1,1,1,0,1
89.98983695,97.43932084,81.40562736,79.57058949,69.7409058,50,17.42809129,11.56385435,11.69713108,13.94618178,15.61468724,19.11950207,18.90111452,1,1,1,1,1,1,1
86.60019215,96.81857011,80.31885721,73.32113024,80.1559232,39.11540199,30,12.18326773,11.70198087,19.5011746,25,18.6339559,15.65949956,1,1,0,1,0,0,1
82.19737014,61.48030483,90.51111458,73.25491692,74.68912754,39.06945376,6.889356679,4.843836675,18.74908204,25,11.99583081,11.67019548,13.46543537,0,1,0,0,0,0,0
72.84989067,81.09604136,77.39954599,87.28070869,73.60690482,35.67458156,22.00584895,12.2166666,16.71265512,24.01710306,10.95844172,25,19.7375115,0,1,0,0,0,1,0
82.25273113,76.59655271,83.49233411,77.23988062,87.04367983,23.93252533,27.94875606,13.83336817,23.52721904,13.31125824,25,20.20112527,21.1382888,1,0,1,0,0,0,1
93.67201899,78.83046529,85.61433385,83.45811073,80.47227202,44.67287732,16.07728851,18.19119013,19.36577076,23.74378934,14.90318243,17.53353881,23.18212525,0,0,1,1,1,0,0
81.35919165,76.12452281,94.21522573,77.45861382,71.85912331,15.01823677,9.581555066,15.09769155,14.079736,21.65350433,18.80842067,11.36776605,5.25913952,1,1,0,1,1,1,0
65.54569259,76.70872426,90.12666978,82.90055326,76.89817799,43.22387829,0,12.75480856,7.342079473,23.81574565,1.066088709,20.97759894,25,1,0,1,1,0,1,1
79.05122254,58.32028898,83.72829391,76.50846784,83.37598758,36.40696822,19.77006176,14.35612873,16.24415937,14.37939111,22.70606176,12.60656924,17.07127564,0,1,1,0,1,0,1
80.07038537,74.05760337,85.14853213,83.68337057,74.16585371,27.57693762,14.55752636,25,10.55579261,21.18690996,16.56805999,19.94957606,9.763124152,1,1,1,0,0,0,0
84.10551613,87.73408672,89.19027875,81.44861638,79.18056699,25.39987689,30,11.71191895,15.46099737,22.34298344,25,13.40306889,15.35950462,1,0,1,0,1,1,1
84.72453236,67.70841667,79.88521233,84.4472649,81.03152989,21.61936082,25.58545922,12.90371759,23.87906337,10.07124344,20.30433975,19.41879178,23.14861721,0,1,1,0,1,1,1
67.48760074,62.09788982,87.56098483,74.73462514,71.46610513,21.13783034,17.59040579,17.40038801,9.64389482,25,25,12.06399556,21.41369706,1,1,0,1,1,0,0
100,81.68656626,79.98784044,71.8988668,78.14483337,36.92921381,11.78799881,8.748144767,15.1331796,11.15028249,25,16.79557936,13.48404223,0,1,1,1,1,1,1
85.51200969,100,92.68272044,82.21361727,78.68834224,47.7606562,9.5744382,11.19041284,20.56293685,3.72649169,21.75316788,22.8681215,16.86969774,0,1,1,0,1,0,1
79.65743188,99.80023197,85.47324436,75.61235194,82.82726646,15.49293073,13.83343702,8.971915592,24.48644792,14.45322824,22.29857012,24.53633529,18.51119633,1,0,1,0,1,1,0
81.80975431,73.81549134,90.80677083,68.52585975,82.31793954,43.12387321,22.60766963,20.41406499,22.34325984,22.96257927,25,17.18063151,15.37833755,1,1,0,1,1,1,1
75.3955614,84.62013945,83.11805872,76.53015144,77.08399307,34.55924183,21.92463973,7.447380922,11.57956995,13.32195589,21.17732192,15.41974195,15.28541864,0,0,1,0,0,0,0
85.06070303,82.7120798,78.58413422,67.31225752,80.37037623,38.35597236,4.767630487,18.3255973,13.78728613,16.18977556,18.99807061,11.88964172,12.17374492,1,0,1,1,1,1,1
76.43219837,90.64934321,85.64470761,78.27702027,80.53141292,28.58088959,12.7518592,16.98839014,16.69444005,22.51737372,25,8.746529122,24.78433658,0,1,1,1,1,0,0
83.94639027,82.15638476,94.77693553,59.33971134,81.24287978,35.96629227,13.90461162,25,18.21017757,19.48930751,14.94941534,18.10778507,17.2798431,0,0,0,1,1,0,0
79.39267223,65.86931887,88.28222832,79.47788937,91.61071149,41.81115679,12.11427819,19.85055989,10.35919884,11.91377131,4.56275421,20.95210382,25,1,1,1,0,1,0,1
76.47863603,85.69160305,75.89475028,72.51011066,78.36587215,50,2.890529125,18.94660354,17.56427197,6.016792738,25,16.45362141,23.02571239,0,1,0,0,0,0,0
87.98481254,94.31537374,79.95416576,85.20540462,77.92583176,36.06352736,23.21256695,14.87728405,17.7333627,0,11.8823188,24.78915583,12.45663485,0,1,0,1,0,0,1
98.90675363,74.6827825,81.78381675,78.94383382,72.30010531,18.63226547,18.33685827,15.05844749,13.96731069,17.5451892,20.80983452,16.32196511,22.04850857,0,0,0,0,0,1,0
79.42091948,70.43691261,74.66515926,74.2099049,92.05348588,25.83602545,17.53602781,18.22786974,12.50293171,17.67953414,18.08882815,19.65015253,21.51419949,0,0,0,0,1,1,0
83.88779795,70.99692281,100,81.26723924,72.54057407,37.8489615,22.33861563,19.41774185,14.59747176,24.53985662,25,18.80119425,20.40419169,0,0,0,1,1,0,0
88.22878266,84.47331108,79.49111082,65.2358495,80.88678156,36.30458983,6.505075484,9.148529318,13.36948892,18.625893,24.91308564,16.16066948,21.4524379,1,1,1,1,0,1,1
86.71947672,82.65173483,92.9851676,75.50701378,76.30379623,39.49941098,9.046640633,14.52360827,22.90295162,25,19.70985655,19.44633677,17.66641789,0,0,0,1,1,1,1
78.00047042,77.13513225,87.52623211,72.47872671,76.32870834,13.44413853,20.11115309,16.25880666,16.63564795,18.28788991,15.93389256,25,17.65320027,1,0,1,0,1,0,1
71.88083795,68.68470467,94.22207603,75.75800588,84.03934123,48.70516134,15.13745337,18.04752751,16.85394714,24.70272486,12.06973752,25,19.48044826,0,1,1,0,0,1,1
95.35036392,79.86656826,90.43848113,69.9016558,78.95798509,42.80720676,17.80334732,17.41308097,11.38906541,19.5100571,16.67703613,12.58088058,16.4471613,1,1,0,0,1,1,1
84.77764677,86.71345448,80.36381862,73.44648786,79.31468536,46.40854625,3.171610655,7.809626269,19.18073558,19.81419206,25,16.46550508,18.67120597,1,0,1,1,0,1,1
88.05973586,60.77229196,84.25024467,80.64222622,88.34724362,45.19363078,17.49227696,24.0185391,15.16952059,20.9908651,25,15.32631471,18.22578963,1,0,1,0,1,0,1
93.61243321,64.10056459,80.08365397,75.86345889,75.69683074,27.94753766,12.79460383,14.19780092,17.18239717,15.5154704,25,17.53202231,16.46251746,1,0,0,0,1,1,0
81.45257584,82.4351942,86.31579036,74.2133003,73.74204738,38.25619657,22.25709498,19.01958839,9.722668774,16.45073946,25,25,11.67302535,1,0,1,1,1,0,1
89.30438487,81.99050216,88.1088979,82.83367763,75.92368729,43.31558056,22.24825258,15.02637617,10.14265232,14.24312961,21.35693534,16.47295046,11.36371948,1,1,1,1,1,0,1
97.90513433,64.54658035,98.14842453,73.86990692,75.095078,44.16787751,18.559145,18.7543184,19.85566396,18.08263062,10.7329412,25,25,0,0,1,0,0,1,0
76.03944962,75.29202871,90.79367092,74.7111157,86.00730702,33.01697929,27.06711002,18.65099877,22.56731699,5.205566106,14.30748127,18.20522686,15.8231007,1,1,0,1,0,0,1
82.94349868,58.62323884,95.39712769,77.56669939,80.32740537,27.43328214,30,17.09521212,18.50948662,16.28641226,6.499809126,18.94706683,21.26234434,0,1,0,0,1,0,0
78.34467891,68.75311678,77.04989796,78.84530055,70.46947298,32.35173215,9.926378745,16.31325358,12.74680007,23.35160925,22.43465209,10.82292187,17.80764664,0,0,0,0,1,1,0
61.17250034,75.55504028,85.57996165,70.15386549,79.90494488,33.99253102,11.1919855,19.56214999,14.49700984,25,14.67511582,16.39478893,20.10010284,1,0,1,1,1,0,1
70.10887787,82.24594634,81.99062175,66.03928017,69.88710897,21.07652967,22.78793971,21.9046474,14.40635116,25,17.59931392,12.27634287,10.71222699,0,1,1,0,1,1,1
84.15763238,72.54446093,89.88765384,74.26951267,82.14591286,44.82702955,22.19463695,20.89392922,17.97504062,13.06459819,23.01520502,25,14.25279651,1,1,1,1,1,1,1
81.6379719,90.57446018,96.71333681,73.9357667,78.92987961,32.4860959,10.38916214,25,4.999687344,25,22.43809043,17.70519078,16.42875593,0,1,0,1,0,0,0
77.5120924,59.32233374,87.57236523,85.49003138,85.7333078,48.28990021,24.99114803,23.63022382,11.13164113,25,10.81716704,22.55109849,5.562069468,0,0,1,0,1,1,1
88.77975253,95.35825311,70.27069397,76.52281883,74.55530125,39.98550393,12.6523563,17.86215257,17.35866303,23.16422795,13.585963,25,16.95959156,0,0,1,0,1,0,0
87.59909204,74.81043991,83.22324437,80.02576378,79.66496789,27.179978,0.622453088,7.418593642,18.63843549,19.0822903,24.24220124,20.87628883,15.31987627,1,0,0,1,1,0,0
73.0445246,79.18203918,85.61551158,74.49473713,83.39910671,44.62025553,25.00319203,12.51686855,13.84306598,9.818328337,20.75192596,18.06304682,21.31593246,0,0,1,0,0,1,0
53.49997464,83.65440506,79.81794658,76.25540971,88.85073635,45.50526236,17.02333565,21.66591531,20.1318519,25,14.10789857,15.59715849,17.31650695,0,1,1,1,1,0,1
84.76327557,66.55779097,76.40808374,85.73946043,84.9350735,40.80628618,0,16.55232007,24.36856014,11.40932616,14.78896826,22.037512,16.18122834,1,1,0,0,0,0,0
84.25842499,74.7068654,89.88040342,87.82202242,82.35294167,10.79502662,13.06468285,19.49431432,21.08711624,12.54476638,13.33213973,15.55936714,18.02627423,1,0,1,1,0,1,0
75.39545845,80.31802153,87.52179603,68.76284025,83.04685194,42.67453122,0,19.20145233,5.113560856,22.64376084,14.03882934,16.42450645,18.60043454,0,0,0,1,0,1,0
79.61863181,64.94584082,82.40296177,84.47535822,76.36063303,33.45923509,27.45955192,14.4891213,10.1650459,18.74370741,10.6179901,21.18673879,18.45578528,1,0,1,0,1,1,1
97.29141323,85.74917204,84.71221228,69.57949264,75.49040792,26.41717446,24.70134727,15.64438651,15.31221509,1.272374319,24.64985981,15.89185591,12.6223111,0,0,1,0,0,0,0
96.40447162,43.26917502,86.73430854,85.3690573,76.11541593,42.79212159,22.74412702,12.17663602,16.30844141,10.71621827,25,11.156852,23.56452018,1,0,1,0,0,1,1
91.73272219,75.8932339,92.72212042,83.73614033,78.85480641,31.74467164,20.43363971,7.703749703,11.34603393,19.68623503,22.60596086,20.25472662,14.08364393,0,1,1,1,0,0,1
100,69.11859942,97.51243209,71.10047738,70.44403294,50,2.44602544,7.626583943,24.87377099,17.91685435,25,19.85719879,17.43354748,1,0,1,0,0,0,1
99.12318541,84.7037222,86.47165819,74.20893362,85.52017969,50,4.703158106,18.90095147,18.54861443,25,21.7661683,17.047192,16.47863253,1,0,1,0,1,1,1
90.83080846,95.08558899,87.8641025,78.44607594,82.98688764,24.07233634,5.611738733,16.79384495,12.14205578,13.68712236,22.67352831,12.97349187,24.47935128,1,0,1,1,0,0,0
76.77875104,74.86915707,90.7302786,65.15940697,78.95346704,34.34529814,9.145804802,14.76382859,15.48788969,22.37441193,14.39455458,22.35765294,25,0,0,0,0,1,1,1
83.16572315,53.56644078,76.39077607,77.70014145,77.96172252,50,6.395593222,23.49365396,13.30353415,25,18.86714368,11.71318462,25,1,1,1,1,0,1,1
82.1293866,60.39296734,80.17662001,84.11762417,83.52475927,42.17778169,21.77698955,20.47524912,17.732315,25,22.13739925,20.35750341,22.59537732,1,1,1,1,0,0,1
81.55813028,58.89208493,84.88667557,79.50593525,82.79354378,38.58850305,23.20770126,12.81283472,7.056519161,25,12.45955965,14.51390469,25,1,1,0,0,0,1,0
88.77907148,80.7517011,80.77730761,75.95618981,76.73427048,38.76461561,26.43814904,10.41569035,24.23555916,21.58475371,12.75683815,23.85261675,13.98628042,0,1,0,1,0,0,1
75.45458354,87.61108799,82.5603934,77.42542794,74.99012482,50,18.72967584,16.91519673,16.38029665,20.36627053,3.511195204,24.98511062,16.02984917,0,1,0,1,1,1,1
